Review,Rating,id,sno
"hotel casci goes extra mile just returned three-night stay hotel casci second stay years, quality rooms especially bathrooms improved stay, folks run especially signora/owner desk guy pierpaolo eye happiness satisfaction, compared hotels attentive service concern gets does wrong did hot water supply morning hands deck fix problem effectively, problem attended signora showed rooms immediately case problem not resolved quickly simply wanted different room, concern guests touching note enjoying breakfast morning signora visably upset special cake delivered morning breakfast not arrived, got phone pastry shop pointedly offered walk piazza san marco fetch cake not delivered time.the cake arrived just stepped elevator signora following door offering wrap cake voyage, service,  ",5,fafac900-7784-4ff0-9853-1ca6f8bb5b51,5015
"great hotel great location, pierpaolo helpful, hotel casci perfect choice vacation florence past summer, think people hesitant making reservations country, hotel casci lived reviews read, quait hotel homey atmosphere, room emaculate small comfortable, hotel centrally located getting seeing sites easier.pierpaolo helpful pleasant, questions alot needed recommendations dining needed directions able help, invaluable reassuring foreigner unfamiliar country, traveling important me.i look forward return visit florence definitely stay,  ",5,156f6498-ace6-4142-a4b7-6e6222ca811e,5016
"fantastic location, arrival hotel casci greeted great big smile pierpaolo, kind helpful suggested great place dinner zaza feel welcome, room comfortable super clean, staff awesome happy help directionsand reservations tours museums, location hotel perfect just street duomo great outdoor markets, walk, hotel offers free internet awesome traveling italian breakfast, pier makes best cafe latte florence great afternoon walking, start feel like family days, accidentally left passport ipod jewelry, hotel safe checked returned safely got venice, highly recommend hotel casci definitely stay time florence, happy travels,  ",5,072bff40-21b0-45c4-a3e2-64b1b89c1dfd,5017
"true service just spent 5 days hotel, position ideally close major attractions, room modest spacious clean, breakfast generous attractively presented, free wifi available, outstanding feature level service, staff times attentive extremely pleasant helpful extent anticipating needs, strong contrast hotel experiences.from moment greeted moment given special pre-dawn breakfast morning left felt looked after.thank casci,  ",4,03f03225-dac4-4567-b068-e5b0c2095322,5018
"best staff, husband stayed hotel casci nights, rooms spacious clean, bathroom appeared recently updated clean bright, staff outstanding helpful friendliest hotels stayed trip, booked museums advance booked restaurants excellent recommendations available, breakfast basic good, not dead-center short walk major attractions minute walk viewing david, not glamour glitz cozy comfortable,  ",4,6e6c4be2-4e78-4e74-abb3-4c91139cc787,5019
"great friendly place family owned business family friendly helpful.they got tickets museums directed specific places wanted, breakfasts great hot chocolate real chocolate, hotel centrally located, long walk train station luggage took taxi..were 7 minutes,  ",4,65659a9e-55a7-45b5-a983-dd77a518fdd0,5020
"great location friendly staff, friend just got staying hotel casci florence, not believe close cathedral sites, hotel clean maintained staff super friendly wanted make stay enjoyable possible, bumed did rain days grateful hotel provided umbrella, room bathroom decent size complaint mattresses little firm tastes, fridge flat screen tv nice surprise free access internet, definitly stay hotel highly recommend hotel,  ",5,231be4a3-53c9-4314-860f-1fe078ce55e5,5021
"great hotel great location moment booked stay hotel website moment checked night stay experienced wonderful friendly efficient service, hotel located ideal position explore florence major attractions minutes walk hotel, breakfasts great wide variety food offer, booked double room ended staying triple room spacious clean.we highly recommend hotel definitely stay,  ",5,f115964f-9e80-4ecf-94c2-f8300dcef118,5022
"nice location hotel wondeful close center firenza, arrive hotel little shocked entrance dingy lobby elevator second floor hotel, owner nice woman makes sure exactly coming, rooms basic clean, towels shock no fluff like bought cost, breakfast good warned near automatic expresso maker hands cut, ca n't blame probably cost 10,000, hotel recommended couple close restaurants good ate semidivino twice, book tickets museums arive, overall price not beat hotel casci definetly return not summer prices high way crowded.one word caution rent car driving florence impossible, rented drive tuscany days took hour florence train station car rental office blocks away, problem streets taxi buses good gps totally city scooter actually car rental return, renting airport probably better idea,  ",5,3f5cae51-cddf-40e9-a4a7-2e3b5f65d2bb,5023
"confortable clean cool hotel blocks north cathedral busy street rooms quiet, air conditioning worked blessing visited midst tuscan heat wave, generious breakfast free internet welcome.something special needs said bathrooms room 10 bidet shower separate tub standard toilet sink, really wash heat day.this nice place stay,  ",4,ac7f8b9b-d4b7-497a-b999-d56d1f86f889,5024
"super helpful staff easy location little family run hotel needed did make stay helpful,  ",5,fb4eda8e-10ab-4769-bdc4-b6b4a5dc4660,5025
"ca n't beat value/location/amenities fine family-run hotel lot going great amenities fridge room flat-screen satellite tv internet access including free use common area central location minutes away duomo uffizi accademia gratious helpful staff recommend restaurants make reservations book museum tickets reasonable price, recommend hotel casci stay, grazie mille,  ",5,833253dd-de6e-4013-923f-8b0224f63167,5026
"great location great location near duomo helpfull staff nice breakfast, room furnishings pretty basic towels/linens pretty large esp, italian standards bathroom bath/shower combo great double-paned windows blocked noise,  ",4,6864e32a-eb4f-4a0d-9455-6d32fef47e14,5027
"great place stay stayed recently advice members endorse written, wonderful hotel centrally located gem rooms clean tidy breakfast consists pastries juices friuts cereals ending coffee, free internet access lounge area, lombardi family excellent hosts nothing trouble, contact hotel arrive book passes major attractions saves standing line, no hesitation recommending hotel family friends members,  ",5,5b54b4b0-a755-4d38-af30-346cc423b5b8,5028
"delightful friendly little hotel wife sixteen year old daughter spent nights hotel casci week april, shared triple room king bed double bed, room simple quite spacious extremely clean, adequate storage space bathroom small functional, location hotel perfect blocks duomo not midst hoards tourists, easy walk away train station duomo major galleries river, staff unbelievably kind accomodating notably paolo pierpaolo, everybody spoke english flawlessly number languages, prior visit pierpaolo reservations uffizi accademia obviated waiting long lines heard, breakfast simple adequate, return florence certainly consider staying hotel casci,  ",4,8c8b0b43-3eae-4019-b692-0a3b58031935,5029
"loved casci enjoyed stay hotel casci, owners helpful making restaurant museum reservations, rooms comfortable not fancy, different type towel bathroom, asked terry cloth towels got immediately, loved location hotel close duomo galleria dell'accademia, walked train hotel, stay hotel,  ",4,21fdbdb1-0fdc-4729-b1bc-a8a84cc1352a,5030
"comfortable located clean hotel booked hotel recent stay florence based reviews mentions various travel guides, central location walking distance must-see site core city florence, proprietors welcoming helpful arrangements museums restaurants, laptop available guests e-mail messaging.the rooms located second floor eliminating street traffic congestion, room dark exterior shutters did not open, stay construction ongoing courtyard did not begin 8 a.m. not room day, space room tight slice entry room bedroom bathroom equipped writing desk, stored luggage items space freeing bed area, marble tiled bathroom big bedroom area equipped bath shower combo separate shower toilet sink bidet towel warmer rack, bathroom sparkling clean, breakfast included breakfast table hours presided proprietress breakfast major-domo managed flow food eagle eye.we stay encountered families larger groups hotel staff accomodate easily, comfortable safe clean place convenient reasonable price,  ",4,872205bb-46eb-41b0-90b1-ccfb0280abab,5031
"it__Ç_é_ basic adequate property, it__Ç_é_ basic adequate property, large room street no street noise, family operates hotel best, helpful assisting museum restaurant reservations advance stay, way anticipate disappointed property expected extravagant room, it__Ç_é_ great value fabulous location minutes accademia main marketplace museums, book save money buy great leather goods san lorenzo marketplace just corner,  ",5,facd60c0-c266-4f0f-a291-69e11a0cb885,5032
"fun florence hotel says small friend, family run hotel way help, room needed clean towels changed daily, pretty view houses gardens hotel room 6, bus tour easy miss important buildings small narrow streets tickets hotel, florence busy coach tours children, thing remember watch bags friend purse taken zipped bag body, kind zip bag, apart great time stay hotel casci,  ",4,04055b28-6ab4-451a-a171-616ef2b1e35e,5033
"great hotel great value hotel best things stay florence quiet clean not luxury property family run staff nothing helpful, location great just welcoming feeling, florence hotel accident, n't think staying time, traveled world places like welcome, n't happier,  ",5,a4625b6a-1785-4676-a600-eeed59d66461,5034
"wonderful hotel just returned trip florence italy daughter gave trip birthday gift, arrangements hotel casci n't picked nicer hotel, run family lombardi nicest warmest people, care needs meet, mrs. lombardi sweetheart, breakfasts morning just wonderful.everyone helpful answering questions making reservations, suggested wonderful restaurants, like staying home.even hotel busy street cavour got casci quiet relaxing, disposal guests helpful touch family home.it convenient duomo uffzi academia walking distance, open markets.i highly recommend hotel planning trip florence, return heartbeat,  ",5,84ead978-6edf-4d97-b46e-23041668ba68,5035
"good hoel stayed italy stayed hotel february 2007 wife son, not asked better, positive things no negative onesi list1 windows screens,2 room comfortable overslept morning.the room spacious, nice hot showers modern bathroom well3 good breakfast included hours breakfast generous.4 extremely friendly staff helped emails arrival answered quetions concerning directions florence, parking driving tuscany use safe, room rate competitive6 free internet access used7 close major attractions reservations uffizi desired8 received different recommendations restaurants area za za semidivino excellent reservations 9 received local information like watch champions league soccer, 10 friendly attentive service english spoken11 refreshments wine water purchased well.this good better 3 4 star hotels stayed past europe come florence stay choice easily, hands,  ",5,0cab72d1-7134-4f81-9734-d765f7adfa8f,5036
"just like family hotel casci truly warm friendly environment staff makes feel staying family room no, 7 quite spacious extremly clean need, triple room plenty space 3 women, bathroom perfectly equipped modernized, cappucinos morning delicious, breakfasts simple satisfying, makes hotel casci doubt hospitality staff, question answer, return hotel casci hearbeat return florence, recommend hotel traveling florence,  ",5,841a4c6b-ad42-4041-8cda-636fa54c4a46,5037
"best small hotel stayed hotel casci november 20 25th impressed hotel, asked quiet room shower received large room facing inner courtyard extremely quiet, room large king size bed tv telephone clean, staff courteous helpful assistance required, spoke english extremely, buffet breakfast ask, consisted eggs lots coffee yogurt fruit juice cereals toast pastries brown buns, excellent breakfast provided heral tribune newspaper, hotel provides free use internet, raining did day hotel provided courtesy umbrella, location fabolous blocks attractions, hesitation recommend looking reasonably priced good hotel,  ",5,7c4c5cb3-cd5e-498f-82ab-3cd49727274e,5038
"hotel casci perfect traveled solo time late november, italy visited florence bologna tuscany, florence stayed hotel casci, lonely planet guide book chose stated family run, book proved right, staff extremely friendly accommodating, especially pierepaolo went way make sure running smoothly stay, breakfast tasty nice easy access internet, location ideal right heart city walking distance monuments piazzas museums course duomo, room small hey europe nicely furnished clean, definitely choose stay,  ",4,818497e5-d359-421e-bbcd-bca9620ea53b,5039
"fuss, ok place stay, rooms clean yes, mind definitely star accomadation, owner nice pleasant feel honest review necessary, breakfast nothing special told sit, felt liked watched little, free use nice n't private location free wifi laptop requires new entry code clock hours, shower low pressure grab bars tall tub hard, beds sheets comfortable overall room dorm like, hotel second floor small lift stairs entrance not lit night outside location right row dumpsters placed curbside, close walking distance duomo busy street, laundry service handy fair priced, oh yea microfiber bath towels somewhat funky laundered dose vinegar,  ",3,c3fc5a02-a766-4478-a14b-ed4a31811176,5040
"favorite hotel italy service hotel better service received home abroad, arrived no luggage, carla son paolo knew happened immediately offered contact airlines bags, took pertinent info calls repeatedly day stay, time trip able simply enjoy italy not deal al italia, bags did finally arrive, room traditionally decorated clean, breakfast ready morning, expected thier service wonderful area, not asked better location, walked, carla paolo gave recommendations incredible restaurants, reservations museums wanted, gave recommendations shops clothing not going kill budget, tuscany favorite trip florence best stay hotel casci, service impeccable truly nicest people met italy,  ",5,77577dbe-f859-4e98-9975-a0f3a4e21d72,5041
"hotel gem location owners staff cleanliness ambience selected hotel based tripadvisor reviews selected seven hotels booked just finest little gem hotel, room huge big king size bed twin beds husband storage bed, big armoire huge windows generous bathroom sparking clean, owners mother son wonderful handsome helpful desk person convinced purpose ensure enjoyment beautiful city, close hotel casci drawer second,  ",5,229aca4b-b9eb-421f-a172-6daf798aabb9,5042
"great location clean friendly hotel, clean hotel fabulous location just block central market, friendly free internet lobby happily make reservations wonderful restaurants area, hotel way expensive really loved, highly recommend no reservations,  ",5,69152dc7-0b84-4c56-a389-6158cff6700b,5043
"casci high quality hotel great service perfect location booking casci visit florence checked trip advisor complimentary comments, true, hotel extremely clean rooms good size baths large spotless, service best hotels stayed trip italy, reception desk run paolo signora lombardi able assistance young associate willing accomodate wish make guest visit comfortable enjoyable.we highly recommend casci stay, location excellent major sites walking distance uffizi duomo ponte vecchio piti palace, arrived car porter assistance valet parking big help, nice hotel run nice people,  ",5,a91e4fb8-ddf5-41c2-8b55-4e756cef789b,5044
"hotel casci fantastic, excellent location helpful staff, a/c great 95 degrees florence room clean quiet, free internet usage plus continental breakfast good variety goodies,  ",5,2c5006ff-3e3a-4eda-b4ac-bcc8ca6c1899,5045
"reception staff helpful morning left hotel casci gentleman desk extremely helpful assisting arrangements pick rental car drive destination, suggested quick lovely stopover way town,  ",5,42e76b66-b2ee-4fe7-89db-4b222e582aa3,5046
"fantastic couples stayed hotel casci 20 22,2006. centrally located near, staff fabulous, thought family, rooms spacious clean comfortable, high ceilings fantastic, hotel quiet secure, yes second floor elevator, provided assistance luggage, arrived late day gracious, recommendation dinner superb, went night, wonderful hotel, definitely stay time florence,  ",5,7798fff6-65ca-490e-83fa-9cf712292912,5047
"hotel casci good stayed hotel casci 2 nights 2-4. pleased hotel, room little small american standards clean, balcony small refrigerator drinks snacks, staff friendly spoke good english, good location walk just sight florence tourist want, recommend hotel casci visitors florence,  ",5,1fca3f5c-a790-4af2-ba29-943b6e68e10e,5048
"superb location recently spent nights hotel casci loved minute, lovely family-run hotel visit florence special memorable, staff friendly helpful rooms super clean breakfast good especially coffee croissants location superb, highly recommed,  ",4,c6e5aa34-c3d0-4a8e-b587-457ad6113a87,5049
"loved hotel casci bed breakfast florence just coule blocks center town, owners helpful making reservations musuems town advising accomodations cities, kept luggage checked no problems return day half later, breakfasts good rooms immaculate,  ",5,745e7b07-8d3d-4027-a02c-8d3f5f6fb1ce,5050
"superb friendly hotel review written tripadvisor doing simply pass good hotel casci, stayed 3 day break march, conveniently located short walk main tourist attractions, rooms equipped clean, excellent value particularly compared european city hotels stayed recently, main reason stay friendly family run excellent service provide, feel welcome happy provide advice assistance making restaurant reservation booking taxi, free internet access reception area bonus, happy return florence stay hotel casci,  ",5,358fc01c-905d-43a9-85c5-48ac35f61c79,5051
"outstanding hotel staff wife spent nights hotel casci cavour 13-50129 florence italy march 2006.it outstanding, location ideal ofthe major sites florence room excellent complementary breakfast good mostimportantly staff wonderful, staff extremely friendly helpful duringour stay giving time explain thingswere, greet morning breakfast available theday, staff hotel casci just trip toflorance enjoyable, highlyrecommend hotel visiting planning visit florance say hello staff, gerald janice jeffords,  ",5,27ff38aa-6ce1-41e7-aab4-595e84a7d763,5052
"hotel casci highly recommended just returned nights hotel wife completely agree reviewers comments paulo perfectly helpful staff perfect location trip florence,  ",5,40e0c772-d0a0-4500-a6b1-296ec6410924,5053
"overall good choice stayed hotel casci 5 nights june 2005. breakfast morning start day gracious welcoming staff, room quiet clean air conditioning worked.i wish little variety breakfast probably helps costs down.my complaint gave paolo laundry washed returned day left florence, unfortunately day holiday clothes sat waiting picked, day did n't leave 2pm, laundry person contract tried rush job brought clothes washed half dried, known clothes sit like did taken washed waited got rome, paolo kept insisting fine, believe paolo meant trying help n't think realistic time needed large load clothing, fairness let stay room later checkout able repack luggage privacy.overall location price quality hotel terrific, definitely stay definitely recommend budget conscious travelers,  ",4,4046dd40-06e1-47c2-b675-a8a29a6ee316,5054
"great hotel casci location pleasant rooms friendly helpful staff, looked taken care enterered hotel left, breakfast n't bad location hotel perfect exploring florence.the restaurant recommendations desk staff excellent saves trouble looking endless travel guides, wonderful hotel enjoyable stay,  ",5,c72a2cc0-7bd2-41b0-b9f6-5b9a0d1c65a0,5055
"great hotel price stayed casci suggestion friends seattle, rooms somewhat sparse adequate, rest hotel friendly staff, friends spent week traveling umbria fly florence arrived casci, bought nice pottery deruta gubbio asked leave casci did not carry trains week, parcel room arrived desk staff wanted make sure received safely, concern nice, circumstance casci handled extremely, flew florence flight morning, really did not want impose staff early hour insisted taking care sure night porter cab sunrise gave wake, offered make cappuccinos little food told not necessary, location price hospitality casci great, nicer rooms vacation like nights splurge just want simple clean room close center, stay casci just staff skip overrated luxury place feel extremely welcome,  ",4,b18c5a7e-b678-4fdc-8977-ee2c960952d4,5056
"little uncomfortable family 3 children 11 years stayed 3 nights, accommodation clean kept, location great easy walking distance, did not feel overly relaxed whilst hotel felt like intruding, reception staff males great accommodating staff breakfast 2 ladies sour watched did especially children, bugs packet crackers breakfast husband tried quitely kitchen guests not notice husband faced sour looks.i not feel good property stay children, not consider staying,  ",2,8e47e9a2-8faa-425a-b13c-c4754501e928,5057
"nice hotel friendly people just stayed week enjoyed, fairly basic hotel excellent location, walking distance major tourist points quiet, clean.best thing friendly people not nicer, recommended restaurant good reasonably priced, breakfast simple limited choice wanted, certainly consider staying visit florence,  ",4,ca2fb1d7-6bba-40d3-93d3-6fa101d9b5f6,5058
"great location great service family group ages 7 74 3 rooms 3 nights early june, staff great helpful gave excellent suggestions meals activities, willingly reservations 7 helpful busy dinner hours, rooms clean appointed good selection breakfast, group needed leave regular breakfast hours prepared buffet early, extremely convenient location, hotel 3 stayed elevator building entrance hotel main floor, definitely use,  ",5,9c455535-141f-403c-bbfb-eddc359c30cb,5059
